gid,wardName,authoritativeCounty,authoritativeSubcounty,canonicalCountyCode,canonicalSubcountyCode,canonicalSubcountyName,prismaWardId,prismaWardName,prismaCountyId,prismaCountyName,prismaSubcountyId,prismaSubcountyName,expectedPrismaSubcountyId,expectedPrismaSubcountyName,ownership,resolutionType,note
759,Kaptumo/kaboi Ward,NANDI,Aldai Sub County,,,,1803,Kaptumo/kaboi Ward,88,Nandi,451,Aldai Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
760,Koyo/ndurio Ward,NANDI,Aldai Sub County,,,,1804,Koyo/ndurio Ward,88,Nandi,451,Aldai Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
761,Nandi hills Ward,NANDI,Nandi East Sub County,029,2903,Nandi East,1805,Nandi hills Ward,88,Nandi,452,Nandi East Sub County,1442,Nandi East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1442 (Nandi East) but found 452 (Nandi East Sub County).
762,Chepkunyuk Ward,NANDI,Nandi East Sub County,029,2903,Nandi East,1806,Chepkunyuk Ward,88,Nandi,452,Nandi East Sub County,1442,Nandi East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1442 (Nandi East) but found 452 (Nandi East Sub County).
119,Mwanda/mgange Ward,TAITA TAVETA,Wundanyi Sub County,,,,1807,Mwanda/mgange Ward,59,Taita Taveta,303,Wundanyi Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
120,Ronge Ward,TAITA TAVETA,Mwatate Sub County,006,0601,Mwatate,1808,Ronge Ward,59,Taita Taveta,1276,Mwatate,1276,Mwatate,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
305,Igambang`ombe Ward,THARAKA-NITHI,Igambang'ombe Sub County,013,1301,Igambang'ombe,1809,Igambang`ombe Ward,66,Tharaka Nithi,453,Igambang'ombe Sub County,1323,Igambang'ombe,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1323 (Igambang'ombe) but found 453 (Igambang'ombe Sub County).
767,Lelmoko/ngechek Ward,NANDI,Chesumei Sub County,029,2901,Chesumei,1810,Lelmoko/ngechek Ward,88,Nandi,454,Chesumei Sub County,1440,Chesumei,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1440 (Chesumei) but found 454 (Chesumei Sub County).
121,Mwatate Ward,TAITA TAVETA,Mwatate Sub County,006,0601,Mwatate,1811,Mwatate Ward,59,Taita Taveta,1276,Mwatate,1276,Mwatate,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
124,Wusi/kishamba Ward,TAITA TAVETA,Mwatate Sub County,006,0601,Mwatate,1812,Wusi/kishamba Ward,59,Taita Taveta,1276,Mwatate,1276,Mwatate,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
329,Muminji Ward,EMBU,Mbeere North  Sub County,014,1405,Mbeere North,1813,Muminji Ward,89,Embu,455,Mbeere North  Sub County,1332,Mbeere North,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1332 (Mbeere North) but found 455 (Mbeere North  Sub County).
330,Evurore Ward,EMBU,Mbeere North  Sub County,014,1405,Mbeere North,1814,Evurore Ward,89,Embu,455,Mbeere North  Sub County,1332,Mbeere North,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1332 (Mbeere North) but found 455 (Mbeere North  Sub County).
1782,Lanet/umoja Ward,Nakuru,Nakuru North  Sub County,032,3207,Nakuru North,1815,Lanet/umoja Ward,77,Nakuru,440,Nakuru North  Sub County,1465,Nakuru North,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1465 (Nakuru North) but found 440 (Nakuru North  Sub County).
770,Chepkumia Ward,NANDI,Emgwen Sub County,,,,1816,Chepkumia Ward,88,Nandi,456,Emgwen Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1783,Bahati Ward,Nakuru,Nakuru North  Sub County,032,3207,Nakuru North,1817,Bahati Ward,77,Nakuru,440,Nakuru North  Sub County,1465,Nakuru North,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1465 (Nakuru North) but found 440 (Nakuru North  Sub County).
1786,Kaptembwo Ward,Nakuru,Nakuru West  Sub County,032,3208,Nakuru West,1818,Kaptembwo Ward,77,Nakuru,457,Nakuru West  Sub County,1466,Nakuru West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1466 (Nakuru West) but found 457 (Nakuru West  Sub County).
479,Iriaini Ward,NYERI,Mathira East Sub County,019,1904,Mathira East,1819,Iriaini Ward,69,Nyeri,400,Mathira East Sub County,1379,Mathira East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1379 (Mathira East) but found 400 (Mathira East Sub County).
480,Konyu Ward,NYERI,Mathira East Sub County,019,1904,Mathira East,1820,Konyu Ward,69,Nyeri,400,Mathira East Sub County,1379,Mathira East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1379 (Mathira East) but found 400 (Mathira East Sub County).
772,Kapsabet Ward,NANDI,Emgwen Sub County,,,,1821,Kapsabet Ward,88,Nandi,456,Emgwen Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
773,Kilibwoni Ward,NANDI,Emgwen Sub County,,,,1822,Kilibwoni Ward,88,Nandi,456,Emgwen Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1810,Frere Town Ward,Mombasa,Nyali  Sub County,001,0106,Nyali,1823,Frere Town Ward,55,Mombasa,458,Nyali  Sub County,1256,Nyali,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1256 (Nyali) but found 458 (Nyali  Sub County).
481,Kirimukuyu Ward,NYERI,Mathira West Sub County,019,1905,Mathira West,1824,Kirimukuyu Ward,69,Nyeri,459,Mathira West Sub County,1380,Mathira West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1380 (Mathira West) but found 459 (Mathira West Sub County).
1787,Kapkures Ward,Nakuru,Nakuru West  Sub County,032,3208,Nakuru West,1825,Kapkures Ward,77,Nakuru,457,Nakuru West  Sub County,1466,Nakuru West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1466 (Nakuru West) but found 457 (Nakuru West  Sub County).
662,Suguta Marmar Ward,SAMBURU,Samburu Central Sub County,025,2501,Samburu Central,1826,Suguta Marmar Ward,72,Samburu,1422,Samburu Central,1422,Samburu Central,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1788,Rhoda Ward,Nakuru,Nakuru West  Sub County,032,3208,Nakuru West,1827,Rhoda Ward,77,Nakuru,457,Nakuru West  Sub County,1466,Nakuru West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1466 (Nakuru West) but found 457 (Nakuru West  Sub County).
1789,Shaabab Ward,Nakuru,Nakuru West  Sub County,032,3208,Nakuru West,1828,Shaabab Ward,77,Nakuru,457,Nakuru West  Sub County,1466,Nakuru West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1466 (Nakuru West) but found 457 (Nakuru West  Sub County).
747,Soy North Ward,ELGEYO-MARAKWET,Keiyo South Sub County,028,2802,Keiyo South,1829,Soy North Ward,85,Elgeyo Marakwet,460,Keiyo South Sub County,1437,Keiyo South,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1437 (Keiyo South) but found 460 (Keiyo South Sub County).
748,Soy South Ward,ELGEYO-MARAKWET,Keiyo South Sub County,028,2802,Keiyo South,1830,Soy South Ward,85,Elgeyo Marakwet,460,Keiyo South Sub County,1437,Keiyo South,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1437 (Keiyo South) but found 460 (Keiyo South Sub County).
1790,Biashara Ward,Nakuru,Nakuru East  Sub County,032,3206,Nakuru East,1831,Biashara Ward,77,Nakuru,461,Nakuru East  Sub County,1464,Nakuru East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1464 (Nakuru East) but found 461 (Nakuru East  Sub County).
755,Kabwareng Ward,NANDI,Aldai Sub County,,,,1832,Kabwareng Ward,88,Nandi,451,Aldai Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
778,Ndalat Ward,NANDI,Mosop Sub County,,,,1833,Ndalat Ward,88,Nandi,462,Mosop Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1791,Kivumbini Ward,Nakuru,Nakuru East  Sub County,032,3206,Nakuru East,1834,Kivumbini Ward,77,Nakuru,461,Nakuru East  Sub County,1464,Nakuru East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1464 (Nakuru East) but found 461 (Nakuru East  Sub County).
1792,Flamingo Ward,Nakuru,Nakuru East  Sub County,032,3206,Nakuru East,1835,Flamingo Ward,77,Nakuru,461,Nakuru East  Sub County,1464,Nakuru East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1464 (Nakuru East) but found 461 (Nakuru East  Sub County).
1793,Menengai Ward,Nakuru,Nakuru East  Sub County,032,3206,Nakuru East,1836,Menengai Ward,77,Nakuru,461,Nakuru East  Sub County,1464,Nakuru East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1464 (Nakuru East) but found 461 (Nakuru East  Sub County).
781,Tirioko Ward,BARINGO,Tiaty Sub County,030,3007,Tiaty East,1837,Tirioko Ward,90,Baringo,463,Tiaty West Sub County,757,Tiaty East,WRONG_SUBCOUNTY,ALIAS,Expected Prisma SubCounty 757 (Tiaty East) but found 463 (Tiaty West Sub County).
782,Kolowa Ward,BARINGO,Tiaty Sub County,030,3007,Tiaty East,1838,Kolowa Ward,90,Baringo,463,Tiaty West Sub County,757,Tiaty East,WRONG_SUBCOUNTY,ALIAS,Expected Prisma SubCounty 757 (Tiaty East) but found 463 (Tiaty West Sub County).
783,Ribkwo Ward,BARINGO,Tiaty Sub County,030,3007,Tiaty East,1839,Ribkwo Ward,90,Baringo,463,Tiaty West Sub County,757,Tiaty East,WRONG_SUBCOUNTY,ALIAS,Expected Prisma SubCounty 757 (Tiaty East) but found 463 (Tiaty West Sub County).
784,Silale Ward,BARINGO,Tiaty Sub County,030,3007,Tiaty East,1840,Silale Ward,90,Baringo,463,Tiaty West Sub County,757,Tiaty East,WRONG_SUBCOUNTY,ALIAS,Expected Prisma SubCounty 757 (Tiaty East) but found 463 (Tiaty West Sub County).
785,Loiyamorok Ward,BARINGO,Tiaty Sub County,030,3007,Tiaty East,1841,Loiyamorok Ward,90,Baringo,463,Tiaty West Sub County,757,Tiaty East,WRONG_SUBCOUNTY,ALIAS,Expected Prisma SubCounty 757 (Tiaty East) but found 463 (Tiaty West Sub County).
1813,Kongowea Ward,Mombasa,Nyali  Sub County,001,0106,Nyali,1842,Kongowea Ward,55,Mombasa,458,Nyali  Sub County,1256,Nyali,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1256 (Nyali) but found 458 (Nyali  Sub County).
814,Marmanet Ward,LAIKIPIA,Laikipia West Sub County,031,3104,Laikipia West,1843,Marmanet Ward,91,Laikipia,464,Laikipia West Sub County,1457,Laikipia West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1457 (Laikipia West) but found 464 (Laikipia West Sub County).
815,Igwamiti Ward,LAIKIPIA,Laikipia West Sub County,031,3104,Laikipia West,1844,Igwamiti Ward,91,Laikipia,464,Laikipia West Sub County,1457,Laikipia West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1457 (Laikipia West) but found 464 (Laikipia West Sub County).
816,Salama Ward,LAIKIPIA,Laikipia West Sub County,031,3104,Laikipia West,1845,Salama Ward,91,Laikipia,464,Laikipia West Sub County,1457,Laikipia West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1457 (Laikipia West) but found 464 (Laikipia West Sub County).
817,Ngobit Ward,LAIKIPIA,Laikipia East Sub County,031,3102,Laikipia East,1846,Ngobit Ward,91,Laikipia,465,Laikipia East Sub County,1455,Laikipia East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1455 (Laikipia East) but found 465 (Laikipia East Sub County).
818,Tigithi Ward,LAIKIPIA,Laikipia East Sub County,031,3102,Laikipia East,1847,Tigithi Ward,91,Laikipia,465,Laikipia East Sub County,1455,Laikipia East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1455 (Laikipia East) but found 465 (Laikipia East Sub County).
819,Thingithu Ward,LAIKIPIA,Laikipia East Sub County,031,3102,Laikipia East,1848,Thingithu Ward,91,Laikipia,465,Laikipia East Sub County,1455,Laikipia East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1455 (Laikipia East) but found 465 (Laikipia East Sub County).
820,Nanyuki Ward,LAIKIPIA,Laikipia East Sub County,031,3102,Laikipia East,1849,Nanyuki Ward,91,Laikipia,465,Laikipia East Sub County,1455,Laikipia East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1455 (Laikipia East) but found 465 (Laikipia East Sub County).
1821,Tudor Ward,Mombasa,Mvita  Sub County,001,0105,Mvita,1850,Tudor Ward,55,Mombasa,466,Mvita  Sub County,1255,Mvita,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1255 (Mvita) but found 466 (Mvita  Sub County).
1777,Mosop Ward,Nakuru,Rongai  Sub County,032,3210,Rongai,1851,Mosop Ward,77,Nakuru,434,Rongai  Sub County,1468,Rongai,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1468 (Rongai) but found 434 (Rongai  Sub County).
1778,Solai Ward,Nakuru,Rongai  Sub County,032,3210,Rongai,1852,Solai Ward,77,Nakuru,434,Rongai  Sub County,1468,Rongai,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1468 (Rongai) but found 434 (Rongai  Sub County).
117,Werugha Ward,TAITA TAVETA,Wundanyi Sub County,,,,1853,Werugha Ward,59,Taita Taveta,303,Wundanyi Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1784,Barut Ward,Nakuru,Nakuru West  Sub County,032,3208,Nakuru West,1854,Barut Ward,77,Nakuru,457,Nakuru West  Sub County,1466,Nakuru West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1466 (Nakuru West) but found 457 (Nakuru West  Sub County).
1785,London Ward,Nakuru,Nakuru West  Sub County,032,3208,Nakuru West,1855,London Ward,77,Nakuru,457,Nakuru West  Sub County,1466,Nakuru West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1466 (Nakuru West) but found 457 (Nakuru West  Sub County).
1799,Chaani Ward,Mombasa,Changamwe Sub County,001,0101,Changamwe,1856,Chaani Ward,55,Mombasa,1251,Changamwe,1251,Changamwe,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
911,Olkeri Ward,KAJIADO,Kajiado North Sub County,034,3403,Kajiado North,1857,Olkeri Ward,92,Kajiado,1478,Kajiado North,1478,Kajiado North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
912,Ongata rongai Ward,KAJIADO,Kajiado North Sub County,034,3403,Kajiado North,1858,Ongata rongai Ward,92,Kajiado,1478,Kajiado North,1478,Kajiado North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
913,Nkaimurunya Ward,KAJIADO,Kajiado North Sub County,034,3403,Kajiado North,1859,Nkaimurunya Ward,92,Kajiado,1478,Kajiado North,1478,Kajiado North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
914,Oloolua Ward,KAJIADO,Kajiado North Sub County,034,3403,Kajiado North,1860,Oloolua Ward,92,Kajiado,1478,Kajiado North,1478,Kajiado North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
915,Ngong Ward,KAJIADO,Kajiado North Sub County,034,3403,Kajiado North,1861,Ngong Ward,92,Kajiado,1478,Kajiado North,1478,Kajiado North,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
916,Purko Ward,KAJIADO,Kajiado Central Sub County,034,3402,Kajiado Central,1862,Purko Ward,92,Kajiado,468,Kajiado Central Sub County,1477,Kajiado Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1477 (Kajiado Central) but found 468 (Kajiado Central Sub County).
917,Ildamat Ward,KAJIADO,Kajiado Central Sub County,034,3402,Kajiado Central,1863,Ildamat Ward,92,Kajiado,468,Kajiado Central Sub County,1477,Kajiado Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1477 (Kajiado Central) but found 468 (Kajiado Central Sub County).
918,Dalalekutuk Ward,KAJIADO,Kajiado Central Sub County,034,3402,Kajiado Central,1864,Dalalekutuk Ward,92,Kajiado,468,Kajiado Central Sub County,1477,Kajiado Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1477 (Kajiado Central) but found 468 (Kajiado Central Sub County).
919,Matapato north Ward,KAJIADO,Kajiado Central Sub County,034,3402,Kajiado Central,1865,Matapato north Ward,92,Kajiado,468,Kajiado Central Sub County,1477,Kajiado Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1477 (Kajiado Central) but found 468 (Kajiado Central Sub County).
920,Matapato south Ward,KAJIADO,Kajiado Central Sub County,034,3402,Kajiado Central,1866,Matapato south Ward,92,Kajiado,468,Kajiado Central Sub County,1477,Kajiado Central,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1477 (Kajiado Central) but found 468 (Kajiado Central Sub County).
921,Kaputiei north Ward,KAJIADO,Kajiado East Sub County,,,,1867,Kaputiei north Ward,92,Kajiado,469,Kajiado East Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
922,Kitengela Ward,KAJIADO,Kajiado East Sub County,,,,1868,Kitengela Ward,92,Kajiado,469,Kajiado East Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
923,Oloosirkon/sholinke Ward,KAJIADO,Kajiado East Sub County,,,,1869,Oloosirkon/sholinke Ward,92,Kajiado,469,Kajiado East Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
924,Kenyawa-poka Ward,KAJIADO,Kajiado East Sub County,,,,1870,Kenyawa-poka Ward,92,Kajiado,469,Kajiado East Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
925,Imaroro Ward,KAJIADO,Kajiado East Sub County,,,,1871,Imaroro Ward,92,Kajiado,469,Kajiado East Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
926,Keekonyokie Ward,KAJIADO,Kajiado West Sub County,034,3404,Kajiado West,1872,Keekonyokie Ward,92,Kajiado,470,Kajiado West Sub County,1479,Kajiado West,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1479 (Kajiado West) but found 470 (Kajiado West Sub County).
1912,Manyatta B Ward,Kisumu,Kisumu East Sub County,042,4201,Kisumu East,1873,Manyatta B Ward,93,Kisumu,471,Kisumu East Sub County,1535,Kisumu East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1535 (Kisumu East) but found 471 (Kisumu East Sub County).
943,Chilchila Ward,KERICHO,Kipkelion West Sub County,,,,1874,Chilchila Ward,56,Kericho,472,Kipkelion West Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
944,Kapsoit Ward,KERICHO,Ainamoi Sub County,,,,1875,Kapsoit Ward,56,Kericho,295,AINAMOI,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
945,Ainamoi Ward,KERICHO,Ainamoi Sub County,,,,1876,Ainamoi Ward,56,Kericho,295,AINAMOI,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
946,Kapkugerwet Ward,KERICHO,Ainamoi Sub County,,,,1877,Kapkugerwet Ward,56,Kericho,295,AINAMOI,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
947,Kipchebor Ward,KERICHO,Ainamoi Sub County,,,,1878,Kipchebor Ward,56,Kericho,295,AINAMOI,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
948,Kipchimchim Ward,KERICHO,Ainamoi Sub County,,,,1879,Kipchimchim Ward,56,Kericho,295,AINAMOI,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
949,Kapsaos Ward,KERICHO,Ainamoi Sub County,,,,1880,Kapsaos Ward,56,Kericho,295,AINAMOI,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
950,Kisiara Ward,KERICHO,Bureti Sub County,035,3502,Bureti,1881,Kisiara Ward,56,Kericho,473,Bureti Sub County,1483,Bureti,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1483 (Bureti) but found 473 (Bureti Sub County).
951,Tebesonik Ward,KERICHO,Bureti Sub County,035,3502,Bureti,1882,Tebesonik Ward,56,Kericho,473,Bureti Sub County,1483,Bureti,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1483 (Bureti) but found 473 (Bureti Sub County).
952,Cheboin Ward,KERICHO,Bureti Sub County,035,3502,Bureti,1883,Cheboin Ward,56,Kericho,473,Bureti Sub County,1483,Bureti,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1483 (Bureti) but found 473 (Bureti Sub County).
953,Chemosot Ward,KERICHO,Bureti Sub County,035,3502,Bureti,1884,Chemosot Ward,56,Kericho,473,Bureti Sub County,1483,Bureti,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1483 (Bureti) but found 473 (Bureti Sub County).
954,Litein Ward,KERICHO,Bureti Sub County,035,3502,Bureti,1885,Litein Ward,56,Kericho,473,Bureti Sub County,1483,Bureti,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1483 (Bureti) but found 473 (Bureti Sub County).
955,Cheplanget Ward,KERICHO,Bureti Sub County,035,3502,Bureti,1886,Cheplanget Ward,56,Kericho,473,Bureti Sub County,1483,Bureti,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1483 (Bureti) but found 473 (Bureti Sub County).
957,Waldai Ward,KERICHO,Belgut Sub County,035,3501,Belgut,1887,Waldai Ward,56,Kericho,1482,Belgut,1482,Belgut,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
958,Kabianga Ward,KERICHO,Belgut Sub County,035,3501,Belgut,1888,Kabianga Ward,56,Kericho,1482,Belgut,1482,Belgut,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
1814,Kadzandani Ward,Mombasa,Nyali  Sub County,001,0106,Nyali,1889,Kadzandani Ward,55,Mombasa,458,Nyali  Sub County,1256,Nyali,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1256 (Nyali) but found 458 (Nyali  Sub County).
1794,Nakuru East Ward,Nakuru,Nakuru East  Sub County,032,3206,Nakuru East,1890,Nakuru East Ward,77,Nakuru,461,Nakuru East  Sub County,1464,Nakuru East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1464 (Nakuru East) but found 461 (Nakuru East  Sub County).
1795,Port Reitz Ward,Mombasa,Changamwe Sub County,001,0101,Changamwe,1891,Port Reitz Ward,55,Mombasa,1251,Changamwe,1251,Changamwe,CORRECT,NORMALIZED,Prisma ward ownership matches the authoritative target.
962,Sigowet Ward,KERICHO,Sigowet/Soin Sub County,,,,1892,Sigowet Ward,56,Kericho,474,Sigowet/Soin Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
963,Kaplelartet Ward,KERICHO,Sigowet/Soin Sub County,,,,1893,Kaplelartet Ward,56,Kericho,474,Sigowet/Soin Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
964,Soliat Ward,KERICHO,Sigowet/Soin Sub County,,,,1894,Soliat Ward,56,Kericho,474,Sigowet/Soin Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
965,Soin Ward,KERICHO,Sigowet/Soin Sub County,,,,1895,Soin Ward,56,Kericho,474,Sigowet/Soin Sub County,,,TARGET_UNRESOLVED,NOT_FOUND,Authoritative subcounty could not be mapped to exactly one Prisma target.
1816,Shika Adabu Ward,Mombasa,Likoni  Sub County,001,0104,Likoni,1896,Shika Adabu Ward,55,Mombasa,475,Likoni  Sub County,1254,Likoni,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1254 (Likoni) but found 475 (Likoni  Sub County).
1804,Junda Ward,Mombasa,Kisauni  Sub County,001,0103,Kisauni,1897,Junda Ward,55,Mombasa,426,Kisauni  Sub County,1253,Kisauni,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1253 (Kisauni) but found 426 (Kisauni  Sub County).
1805,Bamburi Ward,Mombasa,Kisauni  Sub County,001,0103,Kisauni,1898,Bamburi Ward,55,Mombasa,426,Kisauni  Sub County,1253,Kisauni,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1253 (Kisauni) but found 426 (Kisauni  Sub County).
1806,Mwakirunge Ward,Mombasa,Kisauni  Sub County,001,0103,Kisauni,1899,Mwakirunge Ward,55,Mombasa,426,Kisauni  Sub County,1253,Kisauni,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1253 (Kisauni) but found 426 (Kisauni  Sub County).
1807,Mtopanga Ward,Mombasa,Kisauni  Sub County,001,0103,Kisauni,1900,Mtopanga Ward,55,Mombasa,426,Kisauni  Sub County,1253,Kisauni,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1253 (Kisauni) but found 426 (Kisauni  Sub County).
1913,Nyalenda A Ward,Kisumu,Kisumu East Sub County,042,4201,Kisumu East,1901,Nyalenda A Ward,93,Kisumu,471,Kisumu East Sub County,1535,Kisumu East,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1535 (Kisumu East) but found 471 (Kisumu East Sub County).
1809,Shanzu Ward,Mombasa,Kisauni  Sub County,001,0103,Kisauni,1902,Shanzu Ward,55,Mombasa,426,Kisauni  Sub County,1253,Kisauni,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1253 (Kisauni) but found 426 (Kisauni  Sub County).
1811,Ziwa La Ng'ombe Ward,Mombasa,Nyali  Sub County,001,0106,Nyali,1903,Ziwa La Ng'ombe Ward,55,Mombasa,458,Nyali  Sub County,1256,Nyali,WRONG_SUBCOUNTY,NORMALIZED,Expected Prisma SubCounty 1256 (Nyali) but found 458 (Nyali  Sub County).
